case_thickness,case_diameter,water_resistance,price,case_material_encoded,band_material_encoded,case_back_encoded,bezel_material_encoded,brand_encoded,watch_style_encoded,crystal_encoded,hands_encoded,dial_markers_encoded,gender_MENS,gender_UNISEX,gender_WOMENS,movement_Automatic,movement_Eco-Drive,movement_Hand Wind,movement_Quartz
16.9,51.0,200.0,84.0,6719.238595967139,6030.577981969487,9612.898845885835,5837.206116504854,6030.577981969487,7272.004905756978,830.2776298651087,13946.521957928802,14007.021142975074,True,False,False,False,False,False,True
7.5,36.0,50.0,2050.0,4588.540388969551,4160.7543918154515,9612.898845885835,19644.04920641621,2145.960015329586,33312.18142360189,22835.274850552232,17488.354006572878,20971.01945073218,False,False,True,False,False,False,True
10.0,33.0,30.0,1750.0,4588.540388969551,14224.188624595468,13958.984296213206,3992.1576718226197,2425.853107994726,33312.18142360189,22835.274850552232,22055.677704019003,20971.01945073218,False,False,True,True,False,False,False
12.65,42.0,300.0,609.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,1941.7680268857355,33312.18142360189,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
12.0,43.0,50.0,109.99,4588.540388969551,9134.886424057448,9612.898845885835,10482.450218446602,4724.166763754045,7272.004905756978,830.2776298651087,3866.5901038315087,14007.021142975074,True,False,False,False,False,False,True
12.0,34.0,50.0,518.0,4588.540388969551,9134.886424057448,9612.898845885835,14018.855291262136,1095.9398900456194,633.9268990984743,22835.274850552232,7801.932959240409,7714.346522506618,False,False,True,False,False,False,True
12.67,42.0,50.0,6670.0,4588.540388969551,20189.782459618524,13958.984296213206,3992.1576718226197,14114.078851918184,33312.18142360189,22835.274850552232,3866.5901038315087,25695.879159776683,True,False,False,True,False,False,False
10.95,40.0,50.0,22620.0,52660.30894180337,62641.52824883136,13958.984296213206,45703.353506241336,33388.58552912621,33312.18142360189,22835.274850552232,22055.677704019003,8475.03523638666,True,False,False,True,False,False,False
15.0,45.0,30.0,120.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,10491.891468446602,33312.18142360189,830.2776298651087,17488.354006572878,4339.949236420887,True,False,False,False,False,False,True
11.7,38.0,50.0,159.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,582.8308836293678,4900.2919996848605,830.2776298651087,17488.354006572878,14007.021142975074,True,False,False,False,False,False,True
10.0,36.0,30.0,529.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,1095.9398900456194,633.9268990984743,22835.274850552232,7801.932959240409,19342.421628857843,False,False,True,False,False,False,True
8.55,44.0,30.0,249.99,7736.100158870256,9363.567971952534,9612.898845885835,13974.186957928803,647.1703488563436,1212.9597405119152,22835.274850552232,3866.5901038315087,3301.702453662842,True,False,False,True,False,False,False
12.1,42.0,300.0,2950.0,4588.540388969551,10342.284704324802,9612.898845885835,3992.1576718226197,5977.962337288745,7272.004905756978,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,36.0,100.0,3880.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,4610.7403607678725,33312.18142360189,22835.274850552232,17488.354006572878,20971.01945073218,False,True,False,True,False,False,False
16.0,43.0,200.0,1498.0,4588.540388969551,4160.7543918154515,9612.898845885835,48765.77199750072,4143.264663661581,33312.18142360189,22835.274850552232,3866.5901038315087,14007.021142975074,True,False,False,False,False,False,True
7.0,38.0,50.0,125.0,552.7606970771049,4160.7543918154515,9612.898845885835,650.665430629502,724.1939188580982,4900.2919996848605,830.2776298651087,17488.354006572878,14007.021142975074,False,False,True,False,False,False,True
11.0,42.0,100.0,5480.0,4588.540388969551,20189.782459618524,36610.85831063517,3992.1576718226197,5017.180139852057,33312.18142360189,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
12.0,42.0,50.0,178.23,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,1578.1918023802066,1212.9597405119152,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
19.0,52.0,100.0,135.8,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,393.9183875811972,4926.161763754045,830.2776298651087,17488.354006572878,14007.021142975074,True,False,False,False,False,False,True
12.0,39.0,200.0,604.99,4588.540388969551,4160.7543918154515,9612.898845885835,6646.1407831715205,9556.90241639698,33312.18142360189,22835.274850552232,17488.354006572878,4114.2017774458545,True,False,False,True,False,False,False
11.5,38.0,100.0,65.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,393.9183875811972,1212.9597405119152,830.2776298651087,10474.013968446601,7783.019206416208,False,False,True,False,False,False,True
11.196182331158523,34.0,50.0,38275.0,75924.78738870472,62641.52824883136,63711.24222708071,50472.40512628032,33388.58552912621,33312.18142360189,22835.274850552232,11949.233261253308,15215.918336850991,False,False,True,True,False,False,False
7.0,30.0,30.0,68550.0,45276.00133607664,25290.161678224686,9612.898845885835,35329.2609789644,24577.11804993065,33312.18142360189,22835.274850552232,7801.932959240409,20971.01945073218,False,False,True,False,False,False,True
7.9,38.0,30.0,34140.0,22337.347971952535,22659.5164684466,9612.898845885835,19622.521957928802,24577.11804993065,33312.18142360189,22835.274850552232,18527.347242876313,14007.021142975074,False,False,True,True,False,False,False
13.0,40.0,50.0,98.0,552.7606970771049,9134.886424057448,13958.984296213206,650.665430629502,724.1939188580982,4900.2919996848605,830.2776298651087,11979.874535367546,14007.021142975074,False,False,True,True,False,False,False
11.196182331158523,45.0,200.0,84.0,6719.238595967139,6030.577981969487,9612.898845885835,5837.206116504854,6030.577981969487,7272.004905756978,830.2776298651087,22055.677704019003,14007.021142975074,False,False,True,False,False,False,True
9.0,29.0,30.0,1325.0,4588.540388969551,4160.7543918154515,13958.984296213206,3992.1576718226197,1925.8662421473443,1212.9597405119152,22835.274850552232,17488.354006572878,19342.421628857843,False,False,True,True,False,False,False
11.196182331158523,38.0,50.0,15065.0,52660.30894180337,62641.52824883136,63711.24222708071,45703.353506241336,26000.12144682513,33312.18142360189,22835.274850552232,20267.72921933822,14007.021142975074,True,False,False,True,False,False,False
12.5,29.0,30.0,25325.0,75924.78738870472,62641.52824883136,9612.898845885835,61956.39946677791,175516.2265147719,33312.18142360189,22835.274850552232,17488.354006572878,25695.879159776683,True,False,False,True,False,False,False
10.0,33.0,50.0,187.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,5037.178338092518,4900.2919996848605,830.2776298651087,17488.354006572878,14007.021142975074,False,False,True,False,False,False,True
7.5,33.0,30.0,59.0,914.9756881193073,4160.7543918154515,9612.898845885835,13942.355291262136,1194.0568732544223,4900.2919996848605,1003.2585174757281,22055.677704019003,13942.355291262136,False,False,True,False,False,False,True
11.196182331158523,50.0,100.0,71.6,4588.540388969551,13929.806903278988,9612.898845885835,3992.1576718226197,393.9183875811972,1212.9597405119152,650.7465300479291,11455.764588172991,14007.021142975074,True,False,False,False,False,False,True
9.0,35.0,50.0,250.0,13974.188624595468,14589.391468446602,9612.898845885835,6091.425839112344,7102.675978964401,4900.2919996848605,830.2776298651087,12023.301678224687,14007.021142975074,False,False,True,False,False,False,True
11.196182331158523,39.0,100.0,5925.0,4588.540388969551,4160.7543918154515,13958.984296213206,3992.1576718226197,7839.249556219976,33312.18142360189,22835.274850552232,14920.021957928802,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,38.0,100.0,734.99,54417.9279847809,14055.020291262137,13958.984296213206,48765.77199750072,1634.490236386661,7272.004905756978,22835.274850552232,18527.347242876313,25695.879159776683,True,False,False,True,False,False,False
11.196182331158523,26.0,30.0,203.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,1901.8198442938265,4900.2919996848605,22835.274850552232,11455.764588172991,13966.355291262136,False,False,True,False,False,False,True
11.196182331158523,31.0,100.0,34435.0,45276.00133607664,38707.41507943513,9612.898845885835,28272.18676461475,34423.14305182504,33312.18142360189,22835.274850552232,37952.85036915782,19342.421628857843,False,False,True,True,False,False,False
8.1,42.0,50.0,189.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,1112.5951812297733,1212.9597405119152,22835.274850552232,17488.354006572878,19342.421628857843,True,False,False,False,False,False,True
11.6,42.0,50.0,654.0,4588.540388969551,9134.886424057448,13958.984296213206,3992.1576718226197,1634.490236386661,1212.9597405119152,22835.274850552232,8441.38661198527,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,44.0,300.0,7250.0,15140.855291262136,21021.97006026113,9612.898845885835,11550.013174757281,17741.623357605178,33312.18142360189,22835.274850552232,17488.354006572878,15211.375613415708,True,False,False,True,False,False,False
11.196182331158523,40.0,100.0,30990.0,4588.540388969551,19992.866553398057,9612.898845885835,28272.18676461475,34423.14305182504,33312.18142360189,22835.274850552232,7801.932959240409,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,31.0,100.0,47360.0,45276.00133607664,33255.942116504855,9612.898845885835,23263.851221060497,34423.14305182504,33312.18142360189,22835.274850552232,37952.85036915782,19342.421628857843,False,False,True,True,False,False,False
10.5,41.0,100.0,219.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,582.8308836293678,4900.2919996848605,22835.274850552232,5018.391617475729,14007.021142975074,True,False,False,False,True,False,False
9.38,40.0,100.0,7920.0,4588.540388969551,20189.782459618524,9612.898845885835,3992.1576718226197,15397.427814197918,1212.9597405119152,22835.274850552232,3741.997133454007,19342.421628857843,True,False,False,True,False,False,False
11.196182331158523,40.0,100.0,10495.0,4588.540388969551,15681.688624595468,9612.898845885835,28272.18676461475,34423.14305182504,33312.18142360189,22835.274850552232,16041.891468446602,14821.304535367544,True,False,False,True,False,False,False
10.5,41.0,50.0,50250.0,4588.540388969551,4160.7543918154515,36610.85831063517,3992.1576718226197,175516.2265147719,33312.18142360189,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
9.0,25.0,30.0,1399.0,4588.540388969551,4160.7543918154515,13958.984296213206,3992.1576718226197,1925.8662421473443,33312.18142360189,22835.274850552232,13425.459083063646,25695.879159776683,False,False,True,True,False,False,False
13.0,42.0,100.0,1656.0,4588.540388969551,4160.7543918154515,13958.984296213206,3992.1576718226197,3093.5982936893206,7272.004905756978,22835.274850552232,17488.354006572878,8475.03523638666,True,False,False,True,False,False,False
11.43,43.0,100.0,6450.0,4588.540388969551,15007.521957928802,13958.984296213206,15007.521957928802,14114.078851918184,33312.18142360189,22835.274850552232,4838.9103069674475,14007.021142975074,True,False,False,True,False,False,False
11.0,38.0,30.0,1450.0,4588.540388969551,14174.188624595468,86374.56248086809,14174.188624595468,1925.8662421473443,4900.2919996848605,22835.274850552232,11455.764588172991,20971.01945073218,True,False,False,True,False,False,False
10.05,28.0,30.0,28756.0,52660.30894180337,14185.414587378642,13958.984296213206,50472.40512628032,31184.776070708922,4900.2919996848605,22835.274850552232,12652.691558021268,25695.879159776683,False,False,True,True,False,False,False
11.196182331158523,28.0,100.0,28715.0,45869.53078769005,38668.10151178918,9612.898845885835,30262.34705861201,34423.14305182504,33312.18142360189,22835.274850552232,23651.677645631065,18718.355291262134,False,False,True,True,False,False,False
10.0,38.0,30.0,115.99,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,10483.887718446602,633.9268990984743,830.2776298651087,17488.354006572878,14007.021142975074,False,False,True,False,False,False,True
11.196182331158523,42.0,300.0,2915.0,13450.641468446602,20189.782459618524,9612.898845885835,13450.641468446602,7396.0754498381875,5052.8810145254765,22835.274850552232,18527.347242876313,14007.021142975074,True,False,False,True,False,False,False
13.0,44.0,100.0,199.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,582.8308836293678,7272.004905756978,830.2776298651087,3866.5901038315087,8475.03523638666,True,False,False,False,False,False,True
12.0,40.0,10.0,44.66,914.9756881193073,2611.189446896146,9612.898845885835,4438.239565661727,1194.0568732544223,633.9268990984743,830.2776298651087,1460.8011059518783,20971.01945073218,False,False,True,False,False,False,True
9.0,38.0,30.0,101.99,1500.9812112806287,1526.4412258743714,9612.898845885835,1360.8534398426937,2127.518136846972,1212.9597405119152,10488.512718446602,17488.354006572878,13163.356749884419,False,False,True,False,False,False,True
13.0,45.0,50.0,92.0,552.7606970771049,9134.886424057448,9612.898845885835,650.665430629502,724.1939188580982,1212.9597405119152,830.2776298651087,3741.997133454007,13947.855291262136,True,False,False,False,False,False,True
14.3,46.0,100.0,12590.0,12181.402860069476,5849.054469902912,9612.898845885835,27459.21034885634,33388.58552912621,33312.18142360189,22835.274850552232,4838.9103069674475,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,41.0,50.0,120175.0,52660.30894180337,64209.50219579287,36610.85831063517,45703.353506241336,175516.2265147719,33312.18142360189,22835.274850552232,22055.677704019003,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,26.0,100.0,31880.0,27548.937981969484,34156.05956566173,9612.898845885835,50472.40512628032,34423.14305182504,33312.18142360189,22835.274850552232,17488.354006572878,19342.421628857843,False,False,True,True,False,False,False
17.2,46.0,300.0,140.99,4588.540388969551,13929.806903278988,9612.898845885835,3992.1576718226197,393.9183875811972,5052.8810145254765,830.2776298651087,7079.775519044062,14007.021142975074,True,False,False,False,False,False,True
11.3,40.0,50.0,2395.0,4588.540388969551,11823.33362417789,13958.984296213206,3992.1576718226197,3581.322634951456,4900.2919996848605,22835.274850552232,11354.790419556171,14007.021142975074,True,False,False,True,False,False,False
12.4,42.0,30.0,5500.0,4588.540388969551,11823.33362417789,13958.984296213206,3992.1576718226197,11636.092684677078,33312.18142360189,22835.274850552232,3866.5901038315087,14007.021142975074,True,False,False,True,False,False,False
12.0,43.0,30.0,66.3,914.9756881193073,4160.7543918154515,13958.984296213206,1230.4519964446877,2850.949058252427,633.9268990984743,830.2776298651087,3866.5901038315087,14007.021142975074,True,False,False,False,False,False,True
11.6,41.0,30.0,4680.0,4588.540388969551,62641.52824883136,9612.898845885835,3992.1576718226197,5977.962337288745,7272.004905756978,22835.274850552232,17488.354006572878,14007.021142975074,True,False,False,True,False,False,False
10.0,36.0,30.0,403.99,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,1095.9398900456194,633.9268990984743,22835.274850552232,22055.677704019003,19342.421628857843,False,False,True,False,False,False,True
11.196182331158523,40.0,30.0,1355.0,4588.540388969551,4160.7543918154515,86374.56248086809,3992.1576718226197,1925.8662421473443,4900.2919996848605,22835.274850552232,17488.354006572878,19342.421628857843,True,False,False,True,False,False,False
11.196182331158523,39.0,50.0,15730.0,45869.53078769005,9134.886424057448,9612.898845885835,30262.34705861201,34423.14305182504,33312.18142360189,22835.274850552232,16029.304535367544,14007.021142975074,False,True,False,True,False,False,False
14.2,42.0,30.0,2840.0,4588.540388969551,62641.52824883136,13958.984296213206,3992.1576718226197,1925.8662421473443,7272.004905756978,22835.274850552232,22055.677704019003,19342.421628857843,True,False,False,True,False,False,False
11.196182331158523,43.0,100.0,7660.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,5977.962337288745,33312.18142360189,22835.274850552232,17488.354006572878,25695.879159776683,True,False,False,True,False,False,False
14.2,44.0,1000.0,2295.0,4588.540388969551,4160.7543918154515,9612.898845885835,4842.554587378641,5977.962337288745,33312.18142360189,22835.274850552232,3866.5901038315087,14007.021142975074,True,False,False,True,False,False,False
14.5,46.0,30.0,4124.99,4588.540388969551,20189.782459618524,9612.898845885835,3992.1576718226197,7795.790618293306,33312.18142360189,22835.274850552232,17488.354006572878,25695.879159776683,True,False,False,True,False,False,False
6.0,30.0,50.0,94.99,4588.540388969551,4160.7543918154515,9612.898845885835,13948.35362459547,582.8308836293678,4900.2919996848605,830.2776298651087,22055.677704019003,14007.021142975074,False,False,True,False,False,False,True
12.0,41.0,100.0,2415.0,4588.540388969551,4160.7543918154515,13958.984296213206,9299.211174757282,5017.180139852057,33312.18142360189,22835.274850552232,3866.5901038315087,14007.021142975074,True,False,False,True,False,False,False
11.196182331158523,33.0,50.0,19980.0,52660.30894180337,17262.521957928802,13958.984296213206,17523.244869902912,12546.41833809252,4900.2919996848605,22835.274850552232,22055.677704019003,20971.01945073218,False,False,True,True,False,False,False
13.0,43.0,100.0,720.0,4588.540388969551,5258.630356517587,13958.984296213206,3992.1576718226197,3093.5982936893206,33312.18142360189,22835.274850552232,3866.5901038315087,14007.021142975074,True,False,False,True,False,False,False
10.5,31.0,30.0,169.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,1112.5951812297733,1212.9597405119152,830.2776298651087,18527.347242876313,25695.879159776683,True,False,False,False,False,False,True
9.0,34.0,50.0,247.0,4588.540388969551,9134.886424057448,9612.898845885835,3992.1576718226197,4986.340097087379,4900.2919996848605,22835.274850552232,5018.391617475729,19342.421628857843,False,False,True,False,False,False,True
10.0,42.0,50.0,517.0,4588.540388969551,4160.7543918154515,9612.898845885835,3992.1576718226197,1634.490236386661,1212.9597405119152,22835.274850552232,3866.5901038315087,25695.879159776683,True,False,False,False,False,True,False
10.1,42.0,50.0,587.0,4588.540388969551,4160.7543918154515,13958.984296213206,3992.1576718226197,1901.8198442938265,1212.9597405119152,22835.274850552232,1460.8011059518783,14007.021142975074,True,False,False,False,False,False,True
9.0,42.0,50.0,161.99,1500.9812112806287,4160.7543918154515,9612.898845885835,1360.8534398426937,2127.518136846972,1212.9597405119152,830.2776298651087,22055.677704019003,14007.021142975074,True,False,False,False,False,False,True
