case_thickness,case_diameter,water_resistance,gender_UNISEX,gender_WOMENS,movement_Eco-Drive,movement_Hand Wind,movement_Quartz,watch_style_Dive,watch_style_Dress,watch_style_Fashion,watch_style_Luxury,watch_style_Military,watch_style_Pilot,watch_style_Sport,watch_style_Travel,case_material,band_material,bezel_material,brand,crystal,hands,dial_markers
0.10031347962382445,0.47826086956521735,0.00783725195931299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.001941747572815534,0.04854368932038835,0.031950573698146516,0.7175639894086496,0.10661959399823477,0.4766107678729038
0.11128526645768025,0.5652173913043479,0.00783725195931299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.03742277140335393,0.000353045013239188,0.26090026478375994,0.4766107678729038
0.14733542319749215,0.7173913043478262,0.01617475404368851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.017828773168578994,0.48120035304501324,0.02030008826125331,0.7175639894086496,0.10661959399823477,0.4766107678729038
0.08620689655172414,0.391304347826087,0.004502251125562781,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.002294792586054722,0.006707855251544572,0.008473080317740512,0.19858781994704325,0.26090026478375994,0.009179170344218888
0.13787119641314297,0.6086956521739131,0.00783725195931299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.030361871138570168,0.19858781994704325,0.26090026478375994,0.10379523389232127
0.19749216300940436,0.826086956521739,0.01617475404368851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.017828773168578994,0.48120035304501324,0.048190644307149165,0.02700794351279788,0.26090026478375994,0.4766107678729038
0.1347962382445141,0.6521739130434783,0.01617475404368851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.182171226831421,0.000176522506619594,0.002118270079435128,0.7175639894086496,0.12109443954104149,0.10379523389232127
0.07836990595611285,0.47826086956521735,0.015238978037123735,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028067078552515445,0.003706972639011474,0.05048543689320388,0.007237422771403354,0.7175639894086496,0.001059135039717564,0.000176522506619594
0.13166144200626959,0.6739130434782608,0.004502251125562781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.01235657546337158,0.48120035304501324,0.002294792586054722,0.7175639894086496,0.26090026478375994,0.10767872903795234
0.16614420062695923,0.6739130434782608,0.03284975821243955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.001059135039717564,0.019240953221535746,0.7175639894086496,0.12109443954104149,0.049602824360105914
0.10344827586206895,0.3695652173913044,0.004502251125562781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.0441306266548985,0.7175639894086496,0.26090026478375994,0.10767872903795234
0.1347962382445141,0.6086956521739131,0.00783725195931299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.015357458075904678,0.7175639894086496,0.26090026478375994,0.4766107678729038
0.13787119641314297,0.3043478260869565,0.01617475404368851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.014651368049426301,0.7175639894086496,0.04766107678729038,0.09496910856134157
0.14733542319749215,0.6086956521739131,0.004502251125562781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.182171226831421,0.48120035304501324,0.010061782877316858,0.19858781994704325,0.26090026478375994,0.4766107678729038
0.21786833855799373,0.7391304347826086,0.09954977488744371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.07890556045895852,0.002294792586054722,0.02030008826125331,0.7175639894086496,0.015357458075904678,0.049602824360105914
0.19749216300940436,0.6521739130434783,0.002834750708687677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000176522506619594,0.000176522506619594,0.05048543689320388,0.031950573698146516,0.7175639894086496,0.02082965578111209,0.09496910856134157
0.10344827586206895,0.6086956521739131,0.00783725195931299,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.015357458075904678,0.7175639894086496,0.26090026478375994,0.10379523389232127
0.13787119641314297,0.5217391304347825,0.04952476238119059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.030361871138570168,0.013945278022947925,0.7175639894086496,0.26090026478375994,0.09496910856134157
0.13787119641314297,0.6086956521739131,0.01617475404368851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.07890556045895852,0.48120035304501324,0.013945278022947925,0.7175639894086496,0.26090026478375994,0.4766107678729038
0.13787119641314297,0.6086956521739131,0.004502251125562781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.012533097969991174,0.48120035304501324,0.0441306266548985,0.7175639894086496,0.26090026478375994,0.4766107678729038
0.13787119641314297,0.6086956521739131,0.01617475404368851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028067078552515445,0.00088261253309797,0.02171226831421006,0.10044130626654899,0.7175639894086496,0.26090026478375994,0.09496910856134157
0.13787119641314297,0.5217391304347825,0.01617475404368851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006354810238305384,0.003706972639011474,0.05048543689320388,0.10044130626654899,0.7175639894086496,0.014298323036187114,0.0065313327449249775
0.14106583072100312,0.6521739130434783,0.00783725195931299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.182171226831421,0.48120035304501324,0.015357458075904678,0.7175639894086496,0.002118270079435128,0.4766107678729038
0.07210031347962381,0.49999999999999994,0.004502251125562781,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01624007060900265,0.182171226831421,0.002471315092674316,0.012003530450132392,0.19858781994704325,0.000353045013239188,0.4766107678729038
0.14482758620689654,0.6956521739130435,0.00783725195931299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.015357458075904678,0.7175639894086496,0.12109443954104149,0.4766107678729038
0.11598746081504702,0.5217391304347825,0.002834750708687677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060547219770520744,0.009708737864077669,0.04854368932038835,0.031950573698146516,0.7175639894086496,0.001588702559576346,0.10767872903795234
0.07836990595611285,0.43478260869565216,0.00783725195931299,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.000176522506619594,0.000176522506619594,0.7175639894086496,0.12109443954104149,0.09496910856134157
0.14890282131661442,0.7173913043478262,0.00783725195931299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.48120035304501324,0.048190644307149165,0.02700794351279788,0.26090026478375994,0.4766107678729038
0.13787119641314297,0.2391304347826087,0.004502251125562781,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.182171226831421,0.000176522506619594,0.01729920564872021,0.7175639894086496,0.002824360105913504,0.000529567519858782
0.1269592476489028,0.7173913043478262,0.004502251125562781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00088261253309797,0.013768755516328331,0.000353045013239188,0.00441306266548985,0.001059135039717564,0.00353045013239188,0.10379523389232127
