case_thickness,case_diameter,water_resistance,gender_UNISEX,gender_WOMENS,movement_Eco-Drive,movement_Hand Wind,movement_Quartz,watch_style_Dive,watch_style_Dress,watch_style_Fashion,watch_style_Luxury,watch_style_Military,watch_style_Pilot,watch_style_Sport,watch_style_Travel,case_material,band_material,case_back,bezel_material,brand,crystal,hands,dial_markers
-0.9628288431570547,-0.767582487812463,-0.2818387689740128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.2762577228596646,0.0762577228596646,0.04854368932038835,0.031950573698146516,0.7175639894086496,0.10661959399823477,0.4766107678729038
-0.6878520984909848,-0.09728815182412077,-0.2818387689740128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.3323918799646955,0.6213592233009708,0.48120035304501324,0.03742277140335393,0.04007060900264784,0.26090026478375994,0.4766107678729038
0.21564291969753177,1.0757269361554782,0.006707759150307538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.017828773168578994,0.6213592233009708,0.48120035304501324,0.02030008826125331,0.7175639894086496,0.10661959399823477,0.4766107678729038
-1.316370372013431,-1.4378768238008053,-0.39725738022374085,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.2762577228596646,0.6213592233009708,0.25383936451897615,0.2646072374227714,0.19858781994704325,0.26090026478375994,0.13680494263018536
-0.021551104516589255,0.23785901617005034,-0.2818387689740128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.6213592233009708,0.48120035304501324,0.030361871138570168,0.19858781994704325,0.26090026478375994,0.10379523389232127
1.472679466742424,1.913594856140906,0.006707759150307538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.017828773168578994,0.6213592233009708,0.48120035304501324,0.048190644307149165,0.02700794351279788,0.26090026478375994,0.4766107678729038
-0.0986162170636916,0.5730061841642214,0.006707759150307538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6624889673433363,0.182171226831421,0.6213592233009708,0.25383936451897615,0.2646072374227714,0.7175639894086496,0.12109443954104149,0.10379523389232127
-1.5127823324891954,-0.767582487812463,-0.02567783009018157,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028067078552515445,0.2762577228596646,0.6213592233009708,0.05048543689320388,0.2646072374227714,0.7175639894086496,0.21800529567519858,0.13680494263018536
-0.1771810012539971,0.740579768161307,-0.39725738022374085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.01235657546337158,0.22065313327449249,0.48120035304501324,0.2646072374227714,0.7175639894086496,0.26090026478375994,0.10767872903795234
0.6870316248393661,0.740579768161307,0.5838008153989481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.6213592233009708,0.25383936451897615,0.019240953221535746,0.7175639894086496,0.12109443954104149,0.049602824360105914
-0.8842640589667493,-1.6054504077978908,-0.39725738022374085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.22065313327449249,0.48120035304501324,0.0441306266548985,0.7175639894086496,0.26090026478375994,0.10767872903795234
-0.0986162170636916,0.23785901617005034,-0.2818387689740128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624889673433363,0.3323918799646955,0.02912621359223301,0.48120035304501324,0.015357458075904678,0.7175639894086496,0.26090026478375994,0.4766107678729038
